Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
152,Camarillo,Central Coast Valleys,1/3/2018,1000,003,0.04, ,0.00, ,113, ,1.0, ,16.7, ,53, ,7.2, ,0.8, ,341, ,10.9, 
152,Camarillo,Central Coast Valleys,1/3/2018,1100,003,0.09, ,0.00, ,140, ,0.7, ,21.1, ,26, ,1.0, ,1.4, ,42, ,11.2, 
152,Camarillo,Central Coast Valleys,1/3/2018,1200,003,0.21, ,0.00, ,248, ,0.5, ,23.6, ,18, ,-1.8, ,2.1, ,48, ,11.6, 
152,Camarillo,Central Coast Valleys,1/3/2018,1300,003,0.23, ,0.00, ,269, ,0.5, ,24.3, ,16, ,-2.7, ,2.3, ,49, ,12.0, 
152,Camarillo,Central Coast Valleys,1/3/2018,1400,003,0.30, ,0.00, ,361, ,0.5, ,25.1, ,16, ,-2.5, ,2.5, ,32, ,12.5, 
152,Camarillo,Central Coast Valleys,1/3/2018,1500,003,0.16, ,0.00, ,191, ,0.9, ,22.4, ,31, ,4.6, ,2.2, ,291, ,13.1, 
152,Camarillo,Central Coast Valleys,1/3/2018,1600,003,0.02, ,0.00, ,43, ,1.5, ,17.3, ,75, ,12.8, ,1.7, ,223, ,13.4, 
152,Camarillo,Central Coast Valleys,1/3/2018,1700,003,0.02, ,0.00, ,17, ,1.5, ,16.8, ,77, ,12.8, ,0.7, ,24, ,13.5, 
152,Camarillo,Central Coast Valleys,1/3/2018,1800,003,0.01, ,0.00, ,0, ,1.5, ,16.2, ,79, ,12.6, ,0.8, ,12, ,13.4, 
152,Camarillo,Central Coast Valleys,1/3/2018,1900,003,0.01, ,0.00, ,0, ,1.4, ,15.6, ,81, ,12.3, ,1.0, ,259, ,13.3, 
152,Camarillo,Central Coast Valleys,1/3/2018,2000,003,0.00, ,0.00, ,0, ,1.4, ,14.3, ,85, ,11.9, ,0.7, ,25, ,13.1, 
152,Camarillo,Central Coast Valleys,1/3/2018,2100,003,0.00, ,0.00, ,0, ,1.4, ,14.2, ,84, ,11.5, ,1.3, ,351, ,12.8, 
152,Camarillo,Central Coast Valleys,1/3/2018,2200,003,0.00, ,0.00, ,0, ,1.3, ,13.3, ,88, ,11.4, ,0.7, ,35, ,12.6, 
152,Camarillo,Central Coast Valleys,1/3/2018,2300,003,0.00, ,0.00, ,0, ,1.3, ,12.7, ,89, ,11.0, ,1.0, ,10, ,12.5, 
152,Camarillo,Central Coast Valleys,1/3/2018,2400,003,0.01, ,0.00, ,0, ,1.2, ,13.0, ,79, ,9.4, ,1.3, ,28, ,12.3, 
152,Camarillo,Central Coast Valleys,1/4/2018,0100,004,0.00, ,0.00, ,0, ,1.1, ,13.2, ,73, ,8.5, ,1.7, ,17, ,12.2, 
152,Camarillo,Central Coast Valleys,1/4/2018,0200,004,0.00, ,0.00, ,0, ,1.1, ,12.3, ,78, ,8.6, ,0.9, ,75, ,12.0, 
152,Camarillo,Central Coast Valleys,1/4/2018,0300,004,0.00, ,0.00, ,0, ,1.1, ,10.1, ,91, ,8.8, ,0.8, ,343, ,11.9, 
152,Camarillo,Central Coast Valleys,1/4/2018,0400,004,0.00, ,0.00, ,0, ,1.1, ,9.6, ,92, ,8.4, ,0.6, ,341, ,11.7, 
152,Camarillo,Central Coast Valleys,1/4/2018,0500,004,0.00, ,0.00, ,0, ,1.1, ,9.9, ,91, ,8.5, ,0.7, ,16, ,11.6, 
152,Camarillo,Central Coast Valleys,1/4/2018,0600,004,0.00, ,0.00, ,0, ,1.0, ,10.9, ,79, ,7.4, ,1.2, ,24, ,11.5, 
152,Camarillo,Central Coast Valleys,1/4/2018,0700,004,0.01, ,0.00, ,1, ,0.9, ,12.2, ,65, ,5.7, ,1.0, ,25, ,11.5, 
152,Camarillo,Central Coast Valleys,1/4/2018,0800,004,0.03, ,0.00, ,21, ,0.9, ,13.4, ,56, ,4.8, ,0.9, ,33, ,11.5, 
152,Camarillo,Central Coast Valleys,1/4/2018,0900,004,0.08, ,0.00, ,175, ,0.9, ,15.5, ,49, ,4.8, ,1.0, ,22, ,11.5, 
152,Camarillo,Central Coast Valleys,1/4/2018,1000,004,0.14, ,0.00, ,264, ,0.9, ,18.3, ,42, ,5.3, ,1.0, ,162, ,11.7, 
152,Camarillo,Central Coast Valleys,1/4/2018,1100,004,0.17, ,0.00, ,279, ,0.9, ,19.7, ,37, ,4.7, ,1.4, ,188, ,12.1, 
152,Camarillo,Central Coast Valleys,1/4/2018,1200,004,0.21, ,0.00, ,328, ,0.9, ,20.2, ,38, ,5.6, ,1.8, ,176, ,12.7, 
152,Camarillo,Central Coast Valleys,1/4/2018,1300,004,0.32, ,0.00, ,480, ,1.1, ,21.9, ,41, ,8.2, ,1.8, ,205, ,13.2, 
152,Camarillo,Central Coast Valleys,1/4/2018,1400,004,0.24, ,0.00, ,363, ,1.3, ,21.3, ,50, ,10.5, ,2.3, ,221, ,14.0, 
152,Camarillo,Central Coast Valleys,1/4/2018,1500,004,0.13, ,0.00, ,185, ,1.1, ,20.1, ,47, ,8.6, ,2.1, ,228, ,14.6, 
152,Camarillo,Central Coast Valleys,1/4/2018,1600,004,0.06, ,0.00, ,81, ,1.2, ,18.9, ,53, ,9.2, ,2.0, ,222, ,14.8, 
152,Camarillo,Central Coast Valleys,1/4/2018,1700,004,0.05, ,0.00, ,18, ,1.2, ,17.7, ,60, ,9.8, ,1.9, ,213, ,14.8, 
152,Camarillo,Central Coast Valleys,1/4/2018,1800,004,0.02, ,0.00, ,0, ,1.2, ,16.6, ,65, ,10.0, ,1.1, ,220, ,14.5, 
152,Camarillo,Central Coast Valleys,1/4/2018,1900,004,0.01, ,0.00, ,0, ,1.2, ,14.5, ,75, ,10.1, ,0.5, ,41, ,14.2, 
152,Camarillo,Central Coast Valleys,1/4/2018,2000,004,0.01, ,0.00, ,0, ,1.2, ,13.8, ,76, ,9.6, ,0.8, ,8, ,13.9, 
152,Camarillo,Central Coast Valleys,1/4/2018,2100,004,0.01, ,0.00, ,0, ,1.2, ,13.7, ,76, ,9.5, ,0.6, ,5, ,13.6, 
152,Camarillo,Central Coast Valleys,1/4/2018,2200,004,0.00, ,0.00, ,0, ,1.2, ,13.9, ,76, ,9.8, ,0.5, ,46, ,13.4, 
152,Camarillo,Central Coast Valleys,1/4/2018,2300,004,0.01, ,0.00, ,0, ,1.2, ,14.3, ,77, ,10.2, ,0.6, ,22, ,13.2, 
152,Camarillo,Central Coast Valleys,1/4/2018,2400,004,0.01, ,0.00, ,0, ,1.2, ,14.8, ,70, ,9.4, ,0.9, ,15, ,13.2, 
152,Camarillo,Central Coast Valleys,1/5/2018,0100,005,0.00, ,0.00, ,0, ,1.1, ,14.3, ,70, ,8.8, ,1.0, ,28, ,13.1, 
152,Camarillo,Central Coast Valleys,1/5/2018,0200,005,0.00, ,0.00, ,0, ,1.2, ,13.5, ,75, ,9.1, ,1.0, ,23, ,13.0, 
152,Camarillo,Central Coast Valleys,1/5/2018,0300,005,0.00, ,0.00, ,0, ,1.2, ,13.7, ,78, ,9.9, ,1.3, ,17, ,12.8, 
152,Camarillo,Central Coast Valleys,1/5/2018,0400,005,0.00, ,0.00, ,0, ,1.2, ,13.0, ,83, ,10.2, ,0.9, ,23, ,12.6, 
152,Camarillo,Central Coast Valleys,1/5/2018,0500,005,0.00, ,0.00, ,0, ,1.2, ,11.7, ,90, ,10.1, ,0.6, ,5, ,12.4, 
152,Camarillo,Central Coast Valleys,1/5/2018,0600,005,0.00, ,0.00, ,0, ,1.2, ,11.3, ,93, ,10.1, ,0.8, ,32, ,12.2, 
152,Camarillo,Central Coast Valleys,1/5/2018,0700,005,0.00,R,0.00, ,1, ,1.2, ,10.3, ,95, ,9.5, ,0.4,I,320, ,12.0, 
152,Camarillo,Central Coast Valleys,1/5/2018,0800,005,0.00, ,0.00, ,17, ,1.2, ,9.9, ,96, ,9.3, ,0.5, ,5, ,11.8, 
152,Camarillo,Central Coast Valleys,1/5/2018,0900,005,0.06, ,0.00, ,178, ,1.4, ,13.3, ,88, ,11.4, ,1.0, ,57, ,11.7, 
152,Camarillo,Central Coast Valleys,1/5/2018,1000,005,0.16, ,0.00, ,337, ,1.5, ,16.7, ,77, ,12.6, ,1.3, ,186, ,11.8, 
152,Camarillo,Central Coast Valleys,1/5/2018,1100,005,0.24, ,0.00, ,437, ,1.5, ,17.6, ,73, ,12.7, ,1.8, ,219, ,12.3, 
152,Camarillo,Central Coast Valleys,1/5/2018,1200,005,0.28, ,0.00, ,488, ,1.6, ,19.1, ,73, ,14.1, ,2.0, ,205, ,13.1, 
152,Camarillo,Central Coast Valleys,1/5/2018,1300,005,0.29, ,0.00, ,481, ,1.7, ,20.1, ,72, ,14.9, ,2.5, ,219, ,13.9, 
152,Camarillo,Central Coast Valleys,1/5/2018,1400,005,0.23, ,0.00, ,400, ,1.7, ,19.0, ,78, ,15.1, ,2.6, ,223, ,14.7, 
152,Camarillo,Central Coast Valleys,1/5/2018,1500,005,0.11, ,0.00, ,227, ,1.7, ,17.8, ,83, ,14.9, ,2.2, ,222, ,15.3, 
152,Camarillo,Central Coast Valleys,1/5/2018,1600,005,0.04, ,0.00, ,107, ,1.7, ,17.0, ,86, ,14.6, ,1.9, ,218, ,15.5, 
152,Camarillo,Central Coast Valleys,1/5/2018,1700,005,0.01, ,0.00, ,18, ,1.6, ,15.9, ,91, ,14.5, ,1.6, ,235, ,15.5, 
152,Camarillo,Central Coast Valleys,1/5/2018,1800,005,0.00, ,0.00, ,0, ,1.6, ,15.1, ,94, ,14.1, ,1.0, ,274, ,15.3, 
152,Camarillo,Central Coast Valleys,1/5/2018,1900,005,0.00, ,0.00, ,0, ,1.6, ,15.0, ,94, ,14.1, ,0.7, ,17, ,15.1, 
152,Camarillo,Central Coast Valleys,1/5/2018,2000,005,0.00, ,0.00, ,0, ,1.6, ,14.5, ,95, ,13.7, ,0.7, ,8, ,14.8, 
152,Camarillo,Central Coast Valleys,1/5/2018,2100,005,0.00, ,0.00, ,0, ,1.5, ,14.1, ,96, ,13.4, ,0.7, ,29, ,14.5, 
152,Camarillo,Central Coast Valleys,1/5/2018,2200,005,0.00, ,0.00, ,0, ,1.5, ,13.4, ,97, ,12.9, ,0.8, ,26, ,14.3, 
152,Camarillo,Central Coast Valleys,1/5/2018,2300,005,0.00, ,0.00, ,0, ,1.5, ,13.5, ,96, ,13.0, ,1.1, ,20, ,14.0, 
152,Camarillo,Central Coast Valleys,1/5/2018,2400,005,0.00, ,0.00, ,0, ,1.5, ,14.3, ,92, ,13.0, ,1.6, ,18, ,13.8, 
152,Camarillo,Central Coast Valleys,1/6/2018,0100,006,0.00, ,0.00, ,0, ,1.5, ,14.8, ,90, ,13.3, ,1.4, ,6, ,13.6, 
152,Camarillo,Central Coast Valleys,1/6/2018,0200,006,0.00, ,0.00, ,0, ,1.5, ,13.4, ,97, ,13.0, ,1.2, ,184, ,13.5, 
152,Camarillo,Central Coast Valleys,1/6/2018,0300,006,0.00, ,0.00, ,0, ,1.5, ,12.8, ,98, ,12.6, ,0.8, ,346, ,13.4, 
152,Camarillo,Central Coast Valleys,1/6/2018,0400,006,0.00, ,0.00, ,0, ,1.4, ,12.3, ,99, ,12.2, ,0.7, ,317, ,13.2, 
152,Camarillo,Central Coast Valleys,1/6/2018,0500,006,0.00, ,0.00, ,0, ,1.4, ,12.4, ,99, ,12.2, ,0.6, ,196, ,13.0, 
152,Camarillo,Central Coast Valleys,1/6/2018,0600,006,0.00, ,0.00, ,0, ,1.4, ,12.5, ,99, ,12.3, ,0.7, ,35, ,12.9, 
152,Camarillo,Central Coast Valleys,1/6/2018,0700,006,0.00, ,0.00, ,0, ,1.4, ,12.2, ,99, ,12.1, ,1.1, ,17, ,12.8, 
152,Camarillo,Central Coast Valleys,1/6/2018,0800,006,0.00, ,0.00, ,20, ,1.4, ,12.3, ,99, ,12.1, ,1.5, ,19, ,12.8, 
152,Camarillo,Central Coast Valleys,1/6/2018,0900,006,0.03, ,0.00, ,108, ,1.5, ,13.7, ,95, ,13.0, ,1.6, ,14, ,12.8, 
152,Camarillo,Central Coast Valleys,1/6/2018,1000,006,0.10, ,0.00, ,247, ,1.6, ,15.4, ,91, ,13.9, ,1.2, ,71, ,12.9, 
152,Camarillo,Central Coast Valleys,1/6/2018,1100,006,0.15, ,0.00, ,307, ,1.6, ,17.4, ,80, ,14.0, ,1.7, ,190, ,13.2, 
152,Camarillo,Central Coast Valleys,1/6/2018,1200,006,0.22, ,0.00, ,386, ,1.6, ,19.1, ,73, ,14.1, ,2.0, ,210, ,13.8, 
152,Camarillo,Central Coast Valleys,1/6/2018,1300,006,0.21, ,0.00, ,362, ,1.6, ,19.6, ,72, ,14.4, ,2.2, ,227, ,14.4, 
152,Camarillo,Central Coast Valleys,1/6/2018,1400,006,0.18, ,0.00, ,319, ,1.6, ,19.2, ,73, ,14.2, ,2.7, ,221, ,14.9, 
152,Camarillo,Central Coast Valleys,1/6/2018,1500,006,0.10, ,0.00, ,203, ,1.6, ,18.0, ,79, ,14.4, ,2.4, ,214, ,15.3, 
152,Camarillo,Central Coast Valleys,1/6/2018,1600,006,0.04, ,0.00, ,97, ,1.6, ,17.1, ,83, ,14.2, ,2.3, ,215, ,15.5, 
152,Camarillo,Central Coast Valleys,1/6/2018,1700,006,0.01, ,0.00, ,15, ,1.6, ,16.3, ,88, ,14.3, ,1.7, ,221, ,15.5, 
152,Camarillo,Central Coast Valleys,1/6/2018,1800,006,0.00, ,0.00, ,0, ,1.6, ,15.5, ,90, ,13.9, ,0.8, ,358, ,15.3, 
152,Camarillo,Central Coast Valleys,1/6/2018,1900,006,0.00, ,0.00, ,0, ,1.6, ,15.0, ,93, ,13.8, ,0.8, ,300, ,15.0, 
152,Camarillo,Central Coast Valleys,1/6/2018,2000,006,0.00, ,0.00, ,0, ,1.6, ,15.1, ,94, ,14.1, ,1.1, ,227, ,14.8, 
152,Camarillo,Central Coast Valleys,1/6/2018,2100,006,0.00, ,0.00, ,0, ,1.6, ,14.3, ,95, ,13.6, ,0.8, ,24, ,14.5, 
152,Camarillo,Central Coast Valleys,1/6/2018,2200,006,0.00, ,0.00, ,0, ,1.5, ,13.8, ,97, ,13.2, ,1.0, ,26, ,14.3, 
152,Camarillo,Central Coast Valleys,1/6/2018,2300,006,0.00, ,0.00, ,0, ,1.5, ,13.8, ,96, ,13.2, ,0.9, ,16, ,14.1, 
152,Camarillo,Central Coast Valleys,1/6/2018,2400,006,0.00, ,0.00, ,0, ,1.4, ,13.1, ,96, ,12.5, ,0.7, ,26, ,13.9, 
152,Camarillo,Central Coast Valleys,1/7/2018,0100,007,0.00, ,0.00, ,0, ,1.4, ,12.7, ,96, ,12.1, ,0.7, ,37, ,13.7, 
152,Camarillo,Central Coast Valleys,1/7/2018,0200,007,0.00, ,0.00, ,0, ,1.4, ,11.8, ,99, ,11.6, ,0.5, ,159, ,13.5, 
152,Camarillo,Central Coast Valleys,1/7/2018,0300,007,0.00, ,0.00, ,0, ,1.3, ,11.0, ,99, ,10.9, ,0.6, ,346, ,13.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,0400,007,0.00, ,0.00, ,0, ,1.3, ,10.9, ,99, ,10.8, ,0.6, ,16, ,13.0, 
152,Camarillo,Central Coast Valleys,1/7/2018,0500,007,0.00, ,0.00, ,0, ,1.3, ,11.4, ,99, ,11.2, ,1.6, ,18, ,12.8, 
152,Camarillo,Central Coast Valleys,1/7/2018,0600,007,0.00, ,0.00, ,0, ,1.3, ,11.5, ,99, ,11.3, ,1.5, ,16, ,12.7, 
152,Camarillo,Central Coast Valleys,1/7/2018,0700,007,0.00, ,0.00, ,0, ,1.2, ,10.2, ,99, ,10.1, ,0.7, ,182, ,12.5, 
152,Camarillo,Central Coast Valleys,1/7/2018,0800,007,0.00, ,0.00, ,13, ,1.2, ,9.7, ,99, ,9.5, ,0.5, ,7, ,12.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,0900,007,0.01, ,0.00, ,84, ,1.3, ,11.0, ,99, ,10.9, ,0.5, ,92, ,12.2, 
152,Camarillo,Central Coast Valleys,1/7/2018,1000,007,0.08, ,0.00, ,236, ,1.4, ,12.0, ,99, ,11.9, ,0.8, ,175, ,12.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,1100,007,0.20, ,0.00, ,437, ,1.6, ,14.2, ,97, ,13.6, ,1.3, ,192, ,12.6, 
152,Camarillo,Central Coast Valleys,1/7/2018,1200,007,0.21, ,0.00, ,411, ,1.6, ,16.3, ,87, ,14.1, ,2.5, ,208, ,13.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,1300,007,0.17, ,0.00, ,335, ,1.6, ,16.7, ,83, ,13.8, ,2.6, ,224, ,14.0, 
152,Camarillo,Central Coast Valleys,1/7/2018,1400,007,0.15, ,0.00, ,306, ,1.6, ,16.9, ,82, ,13.7, ,2.0, ,226, ,14.5, 
152,Camarillo,Central Coast Valleys,1/7/2018,1500,007,0.15, ,0.00, ,299, ,1.6, ,17.8, ,76, ,13.6, ,1.8, ,193, ,14.9, 
152,Camarillo,Central Coast Valleys,1/7/2018,1600,007,0.05, ,0.00, ,119, ,1.5, ,18.2, ,73, ,13.3, ,1.0, ,171, ,15.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,1700,007,0.02, ,0.00, ,35, ,1.5, ,17.8, ,73, ,12.9, ,0.7, ,219, ,15.4, 
152,Camarillo,Central Coast Valleys,1/7/2018,1800,007,0.00, ,0.00, ,0, ,1.5, ,15.8, ,84, ,13.1, ,1.1, ,219, ,15.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,1900,007,0.00, ,0.00, ,0, ,1.6, ,14.9, ,92, ,13.6, ,0.8, ,193, ,15.0, 
152,Camarillo,Central Coast Valleys,1/7/2018,2000,007,0.00, ,0.00, ,0, ,1.6, ,14.6, ,93, ,13.5, ,0.8, ,1, ,14.7, 
152,Camarillo,Central Coast Valleys,1/7/2018,2100,007,0.00, ,0.00, ,0, ,1.5, ,14.6, ,92, ,13.3, ,0.6, ,24, ,14.5, 
152,Camarillo,Central Coast Valleys,1/7/2018,2200,007,0.00, ,0.00, ,0, ,1.5, ,14.3, ,93, ,13.1, ,0.6, ,103, ,14.3, 
152,Camarillo,Central Coast Valleys,1/7/2018,2300,007,0.00, ,0.00, ,0, ,1.5, ,14.0, ,93, ,12.9, ,0.7, ,25, ,14.2, 
152,Camarillo,Central Coast Valleys,1/7/2018,2400,007,0.00, ,0.00, ,0, ,1.4, ,14.6, ,87, ,12.5, ,0.7, ,268, ,14.0, 
152,Camarillo,Central Coast Valleys,1/8/2018,0100,008,0.00, ,0.00, ,0, ,1.5, ,14.2, ,93, ,13.1, ,0.5, ,200, ,13.9, 
152,Camarillo,Central Coast Valleys,1/8/2018,0200,008,0.00, ,0.00, ,0, ,1.5, ,13.6, ,98, ,13.3, ,0.7, ,26, ,13.8, 
152,Camarillo,Central Coast Valleys,1/8/2018,0300,008,0.00, ,0.00, ,0, ,1.5, ,13.7, ,95, ,12.9, ,1.3, ,21, ,13.7, 
152,Camarillo,Central Coast Valleys,1/8/2018,0400,008,0.00, ,0.00, ,0, ,1.5, ,13.9, ,96, ,13.2, ,0.9, ,194, ,13.6, 
152,Camarillo,Central Coast Valleys,1/8/2018,0500,008,0.00, ,0.00, ,0, ,1.5, ,13.8, ,98, ,13.5, ,0.6, ,5, ,13.6, 
152,Camarillo,Central Coast Valleys,1/8/2018,0600,008,0.00, ,0.00, ,0, ,1.6, ,13.8, ,99, ,13.5, ,0.7, ,13, ,13.5, 
152,Camarillo,Central Coast Valleys,1/8/2018,0700,008,0.00, ,0.00, ,0, ,1.6, ,13.8, ,99, ,13.6, ,1.1, ,19, ,13.5, 
152,Camarillo,Central Coast Valleys,1/8/2018,0800,008,0.00, ,0.00, ,18, ,1.5, ,13.6, ,98, ,13.4, ,0.9, ,28, ,13.5, 
152,Camarillo,Central Coast Valleys,1/8/2018,0900,008,0.00, ,0.00, ,51, ,1.6, ,14.2, ,97, ,13.6, ,1.4, ,28, ,13.5, 
152,Camarillo,Central Coast Valleys,1/8/2018,1000,008,0.02, ,0.00, ,94, ,1.6, ,15.1, ,92, ,13.8, ,2.2, ,14, ,13.5, 
152,Camarillo,Central Coast Valleys,1/8/2018,1100,008,0.00, ,0.00, ,69, ,1.6, ,15.8, ,89, ,14.0, ,1.6, ,13, ,13.6, 
152,Camarillo,Central Coast Valleys,1/8/2018,1200,008,0.01, ,0.00, ,80, ,1.5, ,17.2, ,78, ,13.3, ,1.6, ,26, ,13.8, 
152,Camarillo,Central Coast Valleys,1/8/2018,1300,008,0.00, ,0.00, ,63, ,1.6, ,17.3, ,81, ,14.0, ,1.2, ,32, ,14.0, 
152,Camarillo,Central Coast Valleys,1/8/2018,1400,008,0.00, ,0.00, ,35, ,1.7, ,16.6, ,89, ,14.7, ,1.8, ,9, ,14.1, 
152,Camarillo,Central Coast Valleys,1/8/2018,1500,008,0.00, ,0.00, ,22, ,1.7, ,15.7, ,94, ,14.8, ,1.5, ,15, ,14.2, 
152,Camarillo,Central Coast Valleys,1/8/2018,1600,008,0.00, ,0.00, ,10, ,1.7, ,15.1, ,97, ,14.6, ,1.9, ,14, ,14.2, 
152,Camarillo,Central Coast Valleys,1/8/2018,1700,008,0.00, ,0.00, ,9, ,1.7, ,15.0, ,97, ,14.6, ,2.0, ,9, ,14.2, 
152,Camarillo,Central Coast Valleys,1/8/2018,1800,008,0.00, ,0.00, ,0, ,1.6, ,14.9, ,97, ,14.3, ,1.9, ,10, ,14.1, 
152,Camarillo,Central Coast Valleys,1/8/2018,1900,008,0.00, ,0.00, ,0, ,1.6, ,15.5, ,91, ,14.1, ,2.6, ,33, ,14.1, 
152,Camarillo,Central Coast Valleys,1/8/2018,2000,008,0.00, ,0.00, ,0, ,1.6, ,15.9, ,90, ,14.2, ,2.2, ,24, ,14.0, 
152,Camarillo,Central Coast Valleys,1/8/2018,2100,008,0.02, ,0.00, ,0, ,1.5, ,16.7, ,81, ,13.5, ,2.7, ,47, ,14.0, 
152,Camarillo,Central Coast Valleys,1/8/2018,2200,008,0.01, ,0.00, ,0, ,1.5, ,16.7, ,81, ,13.5, ,2.2, ,46, ,13.9, 
152,Camarillo,Central Coast Valleys,1/8/2018,2300,008,0.02, ,0.00, ,0, ,1.5, ,16.8, ,80, ,13.3, ,3.0, ,54, ,13.9, 
152,Camarillo,Central Coast Valleys,1/8/2018,2400,008,0.03, ,0.00, ,0, ,1.4, ,17.3, ,73, ,12.4, ,2.9, ,49, ,13.9, 
152,Camarillo,Central Coast Valleys,1/9/2018,0100,009,0.02, ,0.00, ,0, ,1.5, ,16.6, ,79, ,13.0, ,3.3, ,58, ,13.9, 
152,Camarillo,Central Coast Valleys,1/9/2018,0200,009,0.00, ,0.00, ,0, ,1.6, ,15.6, ,90, ,13.9, ,3.2, ,47, ,13.8, 
152,Camarillo,Central Coast Valleys,1/9/2018,0300,009,0.00, ,0.00, ,0, ,1.6, ,15.8, ,88, ,13.7, ,2.9, ,51, ,13.8, 
152,Camarillo,Central Coast Valleys,1/9/2018,0400,009,0.00, ,0.00, ,0, ,1.6, ,16.0, ,89, ,14.1, ,3.8, ,48, ,13.8, 
152,Camarillo,Central Coast Valleys,1/9/2018,0500,009,0.00, ,0.00, ,0, ,1.5, ,14.7, ,91, ,13.3, ,3.8, ,136, ,13.8, 
152,Camarillo,Central Coast Valleys,1/9/2018,0600,009,0.00, ,0.00, ,0, ,1.3, ,11.8, ,97, ,11.3, ,3.0, ,214, ,13.8, 
152,Camarillo,Central Coast Valleys,1/9/2018,0700,009,0.00, ,0.00, ,0, ,1.3, ,11.3, ,99, ,11.1, ,0.7, ,175, ,13.6, 
152,Camarillo,Central Coast Valleys,1/9/2018,0800,009,0.00, ,0.00, ,17, ,1.3, ,11.2, ,99, ,11.1, ,0.6, ,27, ,13.5, 
152,Camarillo,Central Coast Valleys,1/9/2018,0900,009,0.02, ,0.00, ,89, ,1.3, ,11.7, ,98, ,11.4, ,1.4, ,18, ,13.4, 
152,Camarillo,Central Coast Valleys,1/9/2018,1000,009,0.13, ,0.00, ,304, ,1.4, ,13.0, ,93, ,11.9, ,1.8, ,17, ,13.3, 
152,Camarillo,Central Coast Valleys,1/9/2018,1100,009,0.11, ,0.00, ,262, ,1.3, ,14.0, ,83, ,11.2, ,2.0, ,148, ,13.6, 
152,Camarillo,Central Coast Valleys,1/9/2018,1200,009,0.09, ,0.00, ,231, ,1.3, ,13.2, ,88, ,11.1, ,2.4, ,171, ,14.0, 
152,Camarillo,Central Coast Valleys,1/9/2018,1300,009,0.00, ,0.00, ,70, ,1.3, ,13.3, ,86, ,11.0, ,1.6, ,88, ,14.2, 
152,Camarillo,Central Coast Valleys,1/9/2018,1400,009,0.00, ,0.00, ,61, ,1.4, ,12.4, ,97, ,11.9, ,1.1, ,2, ,14.3, 
152,Camarillo,Central Coast Valleys,1/9/2018,1500,009,0.02, ,0.00, ,122, ,1.4, ,12.5, ,97, ,12.0, ,1.6, ,17, ,14.3, 
152,Camarillo,Central Coast Valleys,1/9/2018,1600,009,0.06, ,0.00, ,185, ,1.4, ,13.2, ,94, ,12.2, ,0.9, ,101, ,14.3, 
152,Camarillo,Central Coast Valleys,1/9/2018,1700,009,0.00, ,0.00, ,18, ,1.4, ,12.9, ,92, ,11.6, ,0.9, ,198, ,14.4, 
152,Camarillo,Central Coast Valleys,1/9/2018,1800,009,0.00, ,0.00, ,1, ,1.3, ,11.3, ,96, ,10.7, ,0.6, ,17, ,14.3, 
152,Camarillo,Central Coast Valleys,1/9/2018,1900,009,0.00, ,0.00, ,0, ,1.2, ,10.1, ,98, ,9.8, ,0.5, ,353, ,14.0, 
152,Camarillo,Central Coast Valleys,1/9/2018,2000,009,0.00, ,0.00, ,0, ,1.2, ,9.6, ,99, ,9.5, ,0.6, ,10, ,13.6, 
152,Camarillo,Central Coast Valleys,1/9/2018,2100,009,0.00, ,0.00, ,0, ,1.3, ,10.5, ,99, ,10.4, ,1.0, ,16, ,13.2, 
152,Camarillo,Central Coast Valleys,1/9/2018,2200,009,0.00, ,0.00, ,0, ,1.2, ,10.5, ,98, ,10.2, ,1.4, ,21, ,13.0, 
152,Camarillo,Central Coast Valleys,1/9/2018,2300,009,0.00, ,0.00, ,0, ,1.2, ,10.5, ,98, ,10.1, ,1.6, ,12, ,12.8, 
152,Camarillo,Central Coast Valleys,1/9/2018,2400,009,0.00, ,0.00, ,0, ,1.2, ,9.7, ,98, ,9.4, ,0.7, ,29, ,12.6, 
152,Camarillo,Central Coast Valleys,1/10/2018,0100,010,0.00, ,0.00, ,0, ,1.1, ,8.8, ,99, ,8.6, ,0.7, ,10, ,12.4, 
152,Camarillo,Central Coast Valleys,1/10/2018,0200,010,0.00, ,0.00, ,0, ,1.1, ,8.7, ,99, ,8.6, ,0.8, ,39, ,12.2, 
152,Camarillo,Central Coast Valleys,1/10/2018,0300,010,0.00, ,0.00, ,0, ,1.1, ,9.1, ,99, ,8.9, ,0.6, ,52, ,11.9, 
152,Camarillo,Central Coast Valleys,1/10/2018,0400,010,0.00, ,0.00, ,0, ,1.1, ,8.1, ,99, ,8.0, ,0.6, ,1, ,11.8, 
152,Camarillo,Central Coast Valleys,1/10/2018,0500,010,0.00, ,0.00, ,0, ,1.1, ,7.8, ,99, ,7.7, ,0.9, ,27, ,11.6, 
