#,"Date Time, GMT -0700","Temp, °F","RH, %","DewPt, °F"
5888,2018-11-05 6:39:00,54.08,89.73,51.16
5889,2018-11-05 6:49:00,53.93,89.81,51.03
5890,2018-11-05 6:59:00,53.69,89.78,50.79
5891,2018-11-05 7:09:00,53.77,90.11,50.97
5892,2018-11-05 7:19:00,54.39,91.57,52.01
5893,2018-11-05 7:29:00,55.32,92.11,53.09
5894,2018-11-05 7:39:00,56.24,90.99,53.68
5895,2018-11-05 7:49:00,57.17,90.28,54.38
5896,2018-11-05 7:59:00,58.17,89.15,55.02
5897,2018-11-05 8:09:00,59.41,88.87,56.16
5898,2018-11-05 8:19:00,60.41,87.62,56.75
5899,2018-11-05 8:29:00,61.72,87.90,58.14
5900,2018-11-05 8:39:00,63.19,85.92,58.94
5901,2018-11-05 8:49:00,64.27,83.78,59.30
5902,2018-11-05 8:59:00,65.28,83.55,60.21
5903,2018-11-05 9:09:00,66.13,82.67,60.74
5904,2018-11-05 9:19:00,67.05,82.33,61.53
5905,2018-11-05 9:29:00,68.06,80.16,61.75
5906,2018-11-05 9:39:00,68.75,79.79,62.30
5907,2018-11-05 9:49:00,69.29,78.55,62.38
5908,2018-11-05 9:59:00,69.68,76.79,62.11
5909,2018-11-05 10:09:00,70.06,74.19,61.50
5910,2018-11-05 10:19:00,70.84,76.84,63.25
5911,2018-11-05 10:29:00,71.22,76.96,63.67
5912,2018-11-05 10:39:00,71.69,72.27,62.33
5913,2018-11-05 10:49:00,71.69,73.78,62.91
5914,2018-11-05 10:59:00,72.30,75.77,64.27
5915,2018-11-05 11:09:00,72.61,73.98,63.88
5916,2018-11-05 11:19:00,72.92,77.54,65.53
5917,2018-11-05 11:29:00,73.39,73.01,64.25
5918,2018-11-05 11:39:00,74.00,74.07,65.26
5919,2018-11-05 11:49:00,73.54,72.57,64.22
5920,2018-11-05 11:59:00,73.69,74.39,65.09
5921,2018-11-05 12:09:00,73.85,72.66,64.56
5922,2018-11-05 12:19:00,73.54,73.92,64.76
5923,2018-11-05 12:29:00,73.69,74.39,65.09
5924,2018-11-05 12:39:00,73.93,74.13,65.21
5925,2018-11-05 12:49:00,74.08,71.65,64.38
5926,2018-11-05 12:59:00,73.93,72.98,64.76
5927,2018-11-05 13:09:00,73.69,73.63,64.79
5928,2018-11-05 13:19:00,72.92,74.83,64.51
5929,2018-11-05 13:29:00,72.07,74.33,63.50
5930,2018-11-05 13:39:00,72.30,75.82,64.29
5931,2018-11-05 13:49:00,72.30,74.42,63.76
5932,2018-11-05 13:59:00,72.30,76.09,64.39
5933,2018-11-05 14:09:00,72.00,75.65,63.93
5934,2018-11-05 14:19:00,71.69,73.72,62.89
5935,2018-11-05 14:29:00,71.61,75.21,63.39
5936,2018-11-05 14:39:00,71.53,75.27,63.33
5937,2018-11-05 14:49:00,71.22,75.07,62.96
5938,2018-11-05 14:59:00,70.91,77.05,63.40
5939,2018-11-05 15:09:00,70.37,76.47,62.66
5940,2018-11-05 15:19:00,69.83,78.70,62.96
5941,2018-11-05 15:29:00,69.52,78.58,62.61
5942,2018-11-05 15:39:00,69.06,78.03,61.96
5943,2018-11-05 15:49:00,68.60,78.61,61.72
5944,2018-11-05 15:59:00,67.83,78.95,61.10
5945,2018-11-05 16:09:00,67.36,80.71,61.27
5946,2018-11-05 16:19:00,66.82,81.08,60.87
5947,2018-11-05 16:29:00,66.36,81.33,60.51
5948,2018-11-05 16:39:00,65.59,82.16,60.04
5949,2018-11-05 16:49:00,64.97,83.10,59.75
5950,2018-11-05 16:59:00,64.35,82.87,59.07
5951,2018-11-05 17:09:00,63.42,83.33,58.31
5952,2018-11-05 17:19:00,62.65,84.46,57.93
5953,2018-11-05 17:29:00,61.96,84.77,57.35
5954,2018-11-05 17:39:00,61.49,85.61,57.17
5955,2018-11-05 17:49:00,60.95,85.52,56.62
5956,2018-11-05 17:59:00,60.49,85.92,56.29
5957,2018-11-05 18:09:00,60.03,86.39,55.98
5958,2018-11-05 18:19:00,59.72,86.67,55.77
5959,2018-11-05 18:29:00,59.25,86.73,55.33
5960,2018-11-05 18:39:00,58.95,86.67,55.01
5961,2018-11-05 18:49:00,58.64,87.40,54.93
5962,2018-11-05 18:59:00,58.25,87.34,54.54
5963,2018-11-05 19:09:00,58.10,87.43,54.41
5964,2018-11-05 19:19:00,58.02,87.73,54.43
5965,2018-11-05 19:29:00,57.79,88.12,54.32
5966,2018-11-05 19:39:00,57.63,87.68,54.03
5967,2018-11-05 19:49:00,57.32,88.18,53.88
5968,2018-11-05 19:59:00,57.01,87.70,53.43
5969,2018-11-05 20:09:00,56.71,87.98,53.21
5970,2018-11-05 20:19:00,56.47,87.62,52.87
5971,2018-11-05 20:29:00,56.24,87.93,52.74
5972,2018-11-05 20:39:00,56.01,87.90,52.50
5973,2018-11-05 20:49:00,55.78,88.40,52.43
5974,2018-11-05 20:59:00,55.55,88.37,52.19
5975,2018-11-05 21:09:00,55.47,88.76,52.23
5976,2018-11-05 21:19:00,55.39,89.51,52.39
5977,2018-11-05 21:29:00,55.47,89.51,52.46
5978,2018-11-05 21:39:00,55.47,89.51,52.46
5979,2018-11-05 21:49:00,55.47,89.51,52.46
5980,2018-11-05 21:59:00,55.47,89.92,52.59
5981,2018-11-05 22:09:00,55.39,89.51,52.39
5982,2018-11-05 22:19:00,55.39,90.33,52.64
5983,2018-11-05 22:29:00,55.62,91.21,53.13
5984,2018-11-05 22:39:00,55.93,91.76,53.60
5985,2018-11-05 22:49:00,56.55,92.17,54.33
5986,2018-11-05 22:59:00,56.71,90.94,54.12
5987,2018-11-05 23:09:00,56.78,91.49,54.36
5988,2018-11-05 23:19:00,57.17,92.77,55.12
5989,2018-11-05 23:29:00,58.02,93.26,56.11
5990,2018-11-05 23:39:00,58.48,91.70,56.11
5991,2018-11-05 23:49:00,58.79,92.06,56.52
5992,2018-11-05 23:59:00,58.95,90.42,56.18
5993,2018-11-06 0:09:00,58.56,89.51,55.51
5994,2018-11-06 0:19:00,58.25,89.48,55.20
5995,2018-11-06 0:29:00,57.86,88.98,54.67
5996,2018-11-06 0:39:00,57.32,89.34,54.24
5997,2018-11-06 0:49:00,56.78,89.70,53.82
5998,2018-11-06 0:59:00,56.55,89.34,53.48
5999,2018-11-06 1:09:00,56.17,89.62,53.18
6000,2018-11-06 1:19:00,55.70,89.64,52.73
6001,2018-11-06 1:29:00,55.47,89.92,52.59
6002,2018-11-06 1:39:00,55.32,89.92,52.44
6003,2018-11-06 1:49:00,55.01,89.86,52.11
6004,2018-11-06 1:59:00,54.78,89.42,51.75
6005,2018-11-06 2:09:00,54.39,89.89,51.51
6006,2018-11-06 2:19:00,54.31,90.31,51.56
6007,2018-11-06 2:29:00,54.08,90.69,51.44
6008,2018-11-06 2:39:00,53.85,91.07,51.33
6009,2018-11-06 2:49:00,53.93,91.81,51.63
6010,2018-11-06 2:59:00,54.00,91.51,51.61
6011,2018-11-06 3:09:00,53.85,90.97,51.30
6012,2018-11-06 3:19:00,53.93,91.81,51.63
6013,2018-11-06 3:29:00,54.00,91.51,51.61
6014,2018-11-06 3:39:00,54.23,92.72,52.20
6015,2018-11-06 3:49:00,54.78,93.69,53.02
6016,2018-11-06 3:59:00,55.47,94.15,53.84
6017,2018-11-06 4:09:00,56.17,94.21,54.55
6018,2018-11-06 4:19:00,56.63,93.88,54.92
6019,2018-11-06 4:29:00,57.17,94.02,55.49
6020,2018-11-06 4:39:00,57.71,93.20,55.79
6021,2018-11-06 4:49:00,57.86,92.77,55.81
6022,2018-11-06 4:59:00,58.02,91.95,55.72
6023,2018-11-06 5:09:00,58.25,92.01,55.97
6024,2018-11-06 5:19:00,58.40,92.44,56.25
6025,2018-11-06 5:29:00,58.56,92.55,56.44
6026,2018-11-06 5:39:00,58.79,92.17,56.55
6027,2018-11-06 5:49:00,58.71,92.17,56.48
6028,2018-11-06 5:59:00,58.95,92.09,56.68
6029,2018-11-06 6:09:00,58.95,92.09,56.68
6030,2018-11-06 6:19:00,59.02,91.79,56.67
6031,2018-11-06 6:29:00,58.95,91.68,56.56
6032,2018-11-06 6:39:00,59.02,92.20,56.79
6033,2018-11-06 6:49:00,59.33,92.66,57.24
6034,2018-11-06 6:59:00,59.64,92.72,57.56
6035,2018-11-06 7:09:00,60.10,92.36,57.91
6036,2018-11-06 7:19:00,60.49,91.90,58.16
6037,2018-11-06 7:29:00,60.95,91.54,58.51
6038,2018-11-06 7:39:00,61.80,90.91,59.15
6039,2018-11-06 7:49:00,62.50,90.06,59.58
6040,2018-11-06 7:59:00,63.58,89.01,60.32
6041,2018-11-06 8:09:00,64.50,88.59,61.10
6042,2018-11-06 8:19:00,65.28,86.62,61.22
6043,2018-11-06 8:29:00,65.97,86.20,61.77
6044,2018-11-06 8:39:00,66.67,84.48,61.88
6045,2018-11-06 8:49:00,67.36,84.23,62.48
6046,2018-11-06 8:59:00,67.98,83.89,62.97
6047,2018-11-06 9:09:00,68.75,81.65,62.95
6048,2018-11-06 9:19:00,69.45,82.64,63.98
6049,2018-11-06 9:29:00,69.99,79.10,63.25
6050,2018-11-06 9:39:00,70.30,78.72,63.42
6051,2018-11-06 9:49:00,70.76,77.48,63.41
6052,2018-11-06 9:59:00,71.15,76.44,63.40
6053,2018-11-06 10:09:00,71.61,76.15,63.74
6054,2018-11-06 10:19:00,72.07,75.33,63.88
6055,2018-11-06 10:29:00,72.15,78.84,65.26
6056,2018-11-06 10:39:00,72.92,73.95,64.17
6057,2018-11-06 10:49:00,72.84,74.30,64.23
6058,2018-11-06 10:59:00,73.69,75.91,65.67
6059,2018-11-06 11:09:00,74.16,73.98,65.37
6060,2018-11-06 11:19:00,74.39,73.13,65.26
6061,2018-11-06 11:29:00,74.54,73.72,65.64
6062,2018-11-06 11:39:00,74.78,69.87,64.32
6063,2018-11-06 11:49:00,74.78,71.77,65.10
6064,2018-11-06 11:59:00,74.85,74.63,66.29
6065,2018-11-06 12:09:00,74.54,72.19,65.04
6066,2018-11-06 12:19:00,74.70,73.57,65.73
6067,2018-11-06 12:29:00,74.85,73.13,65.71
6068,2018-11-06 12:39:00,75.08,70.50,64.88
6069,2018-11-06 12:49:00,74.93,71.39,65.09
6070,2018-11-06 12:59:00,74.78,70.44,64.56
6071,2018-11-06 13:09:00,74.85,73.16,65.72
6072,2018-11-06 13:19:00,74.54,70.88,64.51
6073,2018-11-06 13:29:00,74.23,72.13,64.72
6074,2018-11-06 13:39:00,73.77,71.65,64.08
6075,2018-11-06 13:49:00,73.46,72.66,64.19
6076,2018-11-06 13:59:00,73.31,70.32,63.10
6077,2018-11-06 14:09:00,73.00,72.16,63.54
6078,2018-11-06 14:19:00,72.77,72.51,63.46
6079,2018-11-06 14:29:00,72.23,73.42,63.30
6080,2018-11-06 14:39:00,71.69,73.89,62.96
6081,2018-11-06 14:49:00,71.53,73.75,62.75
6082,2018-11-06 14:59:00,70.91,74.69,62.51
6083,2018-11-06 15:09:00,70.53,75.56,62.47
6084,2018-11-06 15:19:00,70.14,75.85,62.21
6085,2018-11-06 15:29:00,69.83,75.42,61.75
6086,2018-11-06 15:39:00,69.37,78.18,62.32
6087,2018-11-06 15:49:00,68.98,77.16,61.57
6088,2018-11-06 15:59:00,68.44,78.00,61.35
6089,2018-11-06 16:09:00,67.83,79.42,61.26
6090,2018-11-06 16:19:00,67.28,79.30,60.69
6091,2018-11-06 16:29:00,66.59,81.36,60.74
6092,2018-11-06 16:39:00,66.05,81.79,60.36
6093,2018-11-06 16:49:00,65.43,82.25,59.91
6094,2018-11-06 16:59:00,64.74,83.35,59.61
6095,2018-11-06 17:09:00,64.04,83.41,58.95
6096,2018-11-06 17:19:00,63.50,84.20,58.68
6097,2018-11-06 17:29:00,63.04,85.05,58.51
6098,2018-11-06 17:39:00,62.65,85.86,58.39
6099,2018-11-06 17:49:00,62.19,84.79,57.59
6100,2018-11-06 17:59:00,61.88,85.78,57.61
6101,2018-11-06 18:09:00,61.49,85.27,57.06
6102,2018-11-06 18:19:00,60.88,85.10,56.40
6103,2018-11-06 18:29:00,60.34,85.89,56.13
6104,2018-11-06 18:39:00,59.87,85.95,55.69
6105,2018-11-06 18:49:00,59.25,86.28,55.19
6106,2018-11-06 18:59:00,58.87,86.56,54.90
6107,2018-11-06 19:09:00,58.48,87.04,54.67
6108,2018-11-06 19:19:00,58.17,87.31,54.45
6109,2018-11-06 19:29:00,58.10,88.59,54.78
6110,2018-11-06 19:39:00,58.10,88.59,54.78
6111,2018-11-06 19:49:00,58.02,88.26,54.60
6112,2018-11-06 19:59:00,57.94,88.68,54.65
6113,2018-11-06 20:09:00,57.79,87.70,54.19
6114,2018-11-06 20:19:00,57.32,87.65,53.72
6115,2018-11-06 20:29:00,56.71,87.98,53.21
6116,2018-11-06 20:39:00,56.63,88.81,53.40
6117,2018-11-06 20:49:00,56.40,87.62,52.80
6118,2018-11-06 20:59:00,56.01,89.26,52.92
6119,2018-11-06 21:09:00,56.17,90.03,53.31
6120,2018-11-06 21:19:00,55.93,89.26,52.84
6121,2018-11-06 21:29:00,55.70,88.26,52.31
6122,2018-11-06 21:39:00,55.47,88.76,52.23
6123,2018-11-06 21:49:00,55.32,89.59,52.34
6124,2018-11-06 21:59:00,55.24,89.06,52.10
6125,2018-11-06 22:09:00,54.93,89.01,51.78
6126,2018-11-06 22:19:00,54.70,89.09,51.57
6127,2018-11-06 22:29:00,54.47,89.37,51.43
6128,2018-11-06 22:39:00,54.47,89.48,51.46
6129,2018-11-06 22:49:00,54.08,89.31,51.03
6130,2018-11-06 22:59:00,53.85,89.28,50.79
6131,2018-11-06 23:09:00,53.62,89.26,50.56
6132,2018-11-06 23:19:00,53.39,89.34,50.35
6133,2018-11-06 23:29:00,53.31,89.64,50.37
6134,2018-11-06 23:39:00,53.08,90.11,50.28
6135,2018-11-06 23:49:00,53.08,90.55,50.41
6136,2018-11-06 23:59:00,52.84,89.97,50.01
6137,2018-11-07 0:09:00,52.92,90.94,50.37
6138,2018-11-07 0:19:00,52.92,90.94,50.37
6139,2018-11-07 0:29:00,53.23,90.55,50.56
6140,2018-11-07 0:39:00,52.92,89.67,49.99
6141,2018-11-07 0:49:00,52.77,90.09,49.97
6142,2018-11-07 0:59:00,52.54,90.77,49.94
6143,2018-11-07 1:09:00,52.46,90.77,49.86
6144,2018-11-07 1:19:00,52.38,91.27,49.93
6145,2018-11-07 1:29:00,52.15,89.89,49.30
6146,2018-11-07 1:39:00,52.00,90.39,49.29
6147,2018-11-07 1:49:00,51.84,90.25,49.10
6148,2018-11-07 1:59:00,51.76,90.66,49.14
6149,2018-11-07 2:09:00,51.30,90.72,48.70
6150,2018-11-07 2:19:00,51.53,91.87,49.27
6151,2018-11-07 2:29:00,51.61,91.57,49.26
6152,2018-11-07 2:39:00,51.30,90.61,48.67
6153,2018-11-07 2:49:00,51.30,91.95,49.06
6154,2018-11-07 2:59:00,51.22,90.69,48.62
6155,2018-11-07 3:09:00,50.91,90.55,48.27
6156,2018-11-07 3:19:00,50.84,91.05,48.34
6157,2018-11-07 3:29:00,50.76,90.94,48.23
6158,2018-11-07 3:39:00,50.61,90.61,47.98
6159,2018-11-07 3:49:00,50.45,90.58,47.82
6160,2018-11-07 3:59:00,50.37,90.99,47.86
6161,2018-11-07 4:09:00,50.30,91.40,47.91
6162,2018-11-07 4:19:00,50.30,91.29,47.88
6163,2018-11-07 4:29:00,50.37,92.20,48.22
6164,2018-11-07 4:39:00,51.07,93.96,49.41
6165,2018-11-07 4:49:00,52.00,95.23,50.70
6166,2018-11-07 4:59:00,52.77,94.15,51.16
6167,2018-11-07 5:09:00,53.54,94.26,51.96
6168,2018-11-07 5:19:00,54.31,93.96,52.64
6169,2018-11-07 5:29:00,54.78,93.69,53.02
6170,2018-11-07 5:39:00,55.16,93.69,53.40
6171,2018-11-07 5:49:00,55.55,93.34,53.68
6172,2018-11-07 5:59:00,55.86,92.99,53.89
6173,2018-11-07 6:09:00,56.09,92.52,53.98
6174,2018-11-07 6:19:00,56.32,93.07,54.37
6175,2018-11-07 6:29:00,56.63,92.28,54.44
6176,2018-11-07 6:39:00,56.63,92.28,54.44
6177,2018-11-07 6:49:00,56.78,91.49,54.36
6178,2018-11-07 6:59:00,57.09,92.25,54.89
6179,2018-11-07 7:09:00,57.32,92.28,55.13
6180,2018-11-07 7:19:00,57.71,91.92,55.41
6181,2018-11-07 7:29:00,58.10,92.39,55.93
6182,2018-11-07 7:39:00,58.40,91.60,56.00
6183,2018-11-07 7:49:00,58.95,92.09,56.68
6184,2018-11-07 7:59:00,59.56,90.91,56.94
6185,2018-11-07 8:09:00,60.26,91.02,57.66
6186,2018-11-07 8:19:00,60.95,90.25,58.11
6187,2018-11-07 8:29:00,61.65,90.03,58.73
6188,2018-11-07 8:39:00,62.57,88.45,59.15
6189,2018-11-07 8:49:00,63.42,88.01,59.85
6190,2018-11-07 8:59:00,64.04,86.92,60.11
6191,2018-11-07 9:09:00,64.66,86.11,60.45
6192,2018-11-07 9:19:00,65.05,86.14,60.84
6193,2018-11-07 9:29:00,65.59,86.14,61.37
6194,2018-11-07 9:39:00,66.36,85.33,61.86
6195,2018-11-07 9:49:00,67.59,83.30,62.39
6196,2018-11-07 9:59:00,67.90,82.42,62.39
6197,2018-11-07 10:09:00,67.83,79.82,61.40
6198,2018-11-07 10:19:00,67.59,81.51,61.77
6199,2018-11-07 10:29:00,67.28,81.59,61.50
6200,2018-11-07 10:39:00,67.36,79.82,60.95
6201,2018-11-07 10:49:00,67.90,81.08,61.92
6202,2018-11-07 10:59:00,68.29,78.90,61.53
6203,2018-11-07 11:09:00,69.68,79.96,63.26
6204,2018-11-07 11:19:00,70.45,76.47,62.74
6205,2018-11-07 11:29:00,71.53,75.09,63.27
6206,2018-11-07 11:39:00,72.23,74.71,63.79
6207,2018-11-07 11:49:00,72.84,74.48,64.30
6208,2018-11-07 11:59:00,73.54,74.95,65.15
6209,2018-11-07 12:09:00,73.23,71.71,63.59
6210,2018-11-07 12:19:00,73.62,73.13,64.52
6211,2018-11-07 12:29:00,73.39,72.10,63.89
6212,2018-11-07 12:39:00,73.23,74.80,64.80
6213,2018-11-07 12:49:00,72.92,73.10,63.84
6214,2018-11-07 12:59:00,72.69,74.39,64.12
6215,2018-11-07 13:09:00,71.45,74.63,63.01
6216,2018-11-07 13:19:00,70.45,75.04,62.20
6217,2018-11-07 13:29:00,69.37,77.60,62.11
6218,2018-11-07 13:39:00,68.91,78.18,61.87
6219,2018-11-07 13:49:00,68.98,77.74,61.78
6220,2018-11-07 13:59:00,68.98,78.58,62.09
6221,2018-11-07 14:09:00,68.67,77.25,61.30
6222,2018-11-07 14:19:00,68.21,77.60,60.98
6223,2018-11-07 14:29:00,67.83,76.17,60.09
6224,2018-11-07 14:39:00,67.98,78.52,61.09
6225,2018-11-07 14:49:00,67.44,78.29,60.48
6226,2018-11-07 14:59:00,66.67,77.39,59.41
6227,2018-11-07 15:09:00,65.97,80.51,59.84
6228,2018-11-07 15:19:00,65.74,80.96,59.77
6229,2018-11-07 15:29:00,65.66,81.71,59.96
6230,2018-11-07 15:39:00,65.35,82.70,59.99
6231,2018-11-07 15:49:00,65.51,82.70,60.14
6232,2018-11-07 15:59:00,65.12,80.85,59.13
6233,2018-11-07 16:09:00,64.43,83.44,59.34
6234,2018-11-07 16:19:00,63.96,82.96,58.72
6235,2018-11-07 16:29:00,63.42,84.20,58.61
6236,2018-11-07 16:39:00,63.04,84.46,58.31
6237,2018-11-07 16:49:00,62.50,85.38,58.09
6238,2018-11-07 16:59:00,61.96,85.64,57.64
6239,2018-11-07 17:09:00,61.26,85.22,56.82
6240,2018-11-07 17:19:00,60.64,86.00,56.47
6241,2018-11-07 17:29:00,59.95,86.28,55.87
6242,2018-11-07 17:39:00,59.25,87.04,55.43
6243,2018-11-07 17:49:00,58.56,87.37,54.85
6244,2018-11-07 17:59:00,58.17,87.31,54.45
6245,2018-11-07 18:09:00,57.40,87.65,53.80
6246,2018-11-07 18:19:00,57.01,88.04,53.54
6247,2018-11-07 18:29:00,56.78,88.54,53.46
6248,2018-11-07 18:39:00,56.40,88.48,53.06
6249,2018-11-07 18:49:00,55.93,88.32,52.56
6250,2018-11-07 18:59:00,55.62,88.68,52.36
6251,2018-11-07 19:09:00,55.16,89.04,52.01
6252,2018-11-07 19:19:00,54.93,89.42,51.90
6253,2018-11-07 19:29:00,54.70,89.51,51.70
6254,2018-11-07 19:39:00,54.62,90.33,51.87
6255,2018-11-07 19:49:00,54.47,89.48,51.46
6256,2018-11-07 19:59:00,54.31,89.86,51.43
6257,2018-11-07 20:09:00,54.08,89.73,51.16
6258,2018-11-07 20:19:00,53.93,89.81,51.03
6259,2018-11-07 20:29:00,53.77,90.11,50.97
6260,2018-11-07 20:39:00,53.62,90.20,50.84
6261,2018-11-07 20:49:00,53.54,89.67,50.60
6262,2018-11-07 20:59:00,53.31,90.17,50.52
6263,2018-11-07 21:09:00,53.15,90.44,50.45
6264,2018-11-07 21:19:00,53.08,90.55,50.41
6265,2018-11-07 21:29:00,53.08,91.38,50.65
6266,2018-11-07 21:39:00,53.15,90.97,50.61
6267,2018-11-07 21:49:00,53.00,90.83,50.42
6268,2018-11-07 21:59:00,53.08,91.38,50.65
6269,2018-11-07 22:09:00,52.92,90.83,50.34
6270,2018-11-07 22:19:00,52.84,91.24,50.38
6271,2018-11-07 22:29:00,52.77,90.50,50.09
6272,2018-11-07 22:39:00,52.54,90.47,49.85
6273,2018-11-07 22:49:00,52.15,90.72,49.54
6274,2018-11-07 22:59:00,51.92,90.69,49.30
6275,2018-11-07 23:09:00,51.76,90.77,49.18
6276,2018-11-07 23:19:00,51.61,91.07,49.11
6277,2018-11-07 23:29:00,51.61,91.49,49.23
6278,2018-11-07 23:39:00,51.53,90.75,48.94
6279,2018-11-07 23:49:00,51.30,91.43,48.91
6280,2018-11-07 23:59:00,51.15,90.69,48.54
6281,2018-11-08 0:09:00,50.91,91.07,48.42
6282,2018-11-08 0:19:00,50.84,90.64,48.22
6283,2018-11-08 0:29:00,50.68,90.61,48.06
6284,2018-11-08 0:39:00,50.45,90.91,47.92
6285,2018-11-08 0:49:00,50.14,90.55,47.51
6286,2018-11-08 0:59:00,50.06,91.76,47.78
6287,2018-11-08 1:09:00,50.14,92.14,47.97
6288,2018-11-08 1:19:00,49.99,91.24,47.55
6289,2018-11-08 1:29:00,49.83,92.06,47.64
6290,2018-11-08 1:39:00,49.83,91.62,47.51
6291,2018-11-08 1:49:00,49.68,91.21,47.24
6292,2018-11-08 1:59:00,49.76,92.09,47.57
6293,2018-11-08 2:09:00,49.52,91.29,47.11
6294,2018-11-08 2:19:00,49.37,91.68,47.07
6295,2018-11-08 2:29:00,49.22,92.42,47.13
6296,2018-11-08 2:39:00,49.22,92.01,47.01
6297,2018-11-08 2:49:00,49.37,92.91,47.42
6298,2018-11-08 2:59:00,49.52,93.29,47.69
6299,2018-11-08 3:09:00,49.52,92.47,47.45
6300,2018-11-08 3:19:00,49.60,92.52,47.54
6301,2018-11-08 3:29:00,49.52,92.47,47.45
6302,2018-11-08 3:39:00,49.60,92.93,47.66
6303,2018-11-08 3:49:00,49.60,92.44,47.52
6304,2018-11-08 3:59:00,49.60,93.29,47.76
6305,2018-11-08 4:09:00,49.99,93.80,48.29
6306,2018-11-08 4:19:00,50.53,95.05,49.18
6307,2018-11-08 4:29:00,51.30,95.21,50.00
6308,2018-11-08 4:39:00,52.15,95.75,51.00
6309,2018-11-08 4:49:00,53.23,95.50,52.00
6310,2018-11-08 4:59:00,53.46,94.32,51.89
6311,2018-11-08 5:09:00,53.39,93.07,51.46
6312,2018-11-08 5:19:00,53.15,92.63,51.10
6313,2018-11-08 5:29:00,52.92,92.55,50.85
6314,2018-11-08 5:39:00,52.54,92.03,50.31
6315,2018-11-08 5:49:00,52.23,92.09,50.02
6316,2018-11-08 5:59:00,51.92,91.92,49.67
6317,2018-11-08 6:09:00,52.15,93.72,50.42
6318,2018-11-08 6:19:00,52.23,93.29,50.37
6319,2018-11-08 6:29:00,52.30,93.29,50.45
6320,2018-11-08 6:39:00,52.38,93.69,50.64
6321,2018-11-08 6:49:00,53.08,95.48,51.84
6322,2018-11-08 6:59:00,54.16,95.61,52.96
6323,2018-11-08 7:09:00,54.78,94.91,53.37
6324,2018-11-08 7:19:00,55.16,93.75,53.42
6325,2018-11-08 7:29:00,55.86,93.83,54.13
6326,2018-11-08 7:39:00,56.63,93.94,54.93
6327,2018-11-08 7:49:00,57.63,93.61,55.83
6328,2018-11-08 7:59:00,58.71,92.99,56.72
6329,2018-11-08 8:09:00,59.79,91.90,57.47
6330,2018-11-08 8:19:00,60.95,90.80,58.28
6331,2018-11-08 8:29:00,61.96,90.09,59.05
6332,2018-11-08 8:39:00,63.04,88.40,59.59
6333,2018-11-08 8:49:00,63.81,87.20,59.97
6334,2018-11-08 8:59:00,64.50,86.87,60.54
6335,2018-11-08 9:09:00,65.35,85.78,61.02
6336,2018-11-08 9:19:00,65.89,83.52,60.80
6337,2018-11-08 9:29:00,66.59,84.14,61.69
6338,2018-11-08 9:39:00,67.52,81.96,61.85
6339,2018-11-08 9:49:00,67.75,81.19,61.81
6340,2018-11-08 9:59:00,68.06,79.85,61.64
6341,2018-11-08 10:09:00,68.91,79.82,62.46
6342,2018-11-08 10:19:00,69.45,76.87,61.91
6343,2018-11-08 10:29:00,69.76,76.38,62.03
6344,2018-11-08 10:39:00,70.68,66.21,58.90
6345,2018-11-08 10:49:00,71.61,64.42,59.01
6346,2018-11-08 10:59:00,71.84,55.61,55.14
6347,2018-11-08 11:09:00,72.69,57.94,57.07
6348,2018-11-08 11:19:00,73.69,55.01,56.57
6349,2018-11-08 11:29:00,73.85,52.27,55.30
6350,2018-11-08 11:39:00,74.47,47.27,53.11
6351,2018-11-08 11:49:00,74.62,49.25,54.38
6352,2018-11-08 11:59:00,75.16,48.58,54.49
6353,2018-11-08 12:09:00,75.62,46.01,53.43
6354,2018-11-08 12:19:00,75.86,48.39,55.02
6355,2018-11-08 12:29:00,76.40,45.85,54.03
6356,2018-11-08 12:39:00,76.63,42.71,52.31
6357,2018-11-08 12:49:00,76.86,42.22,52.20
6358,2018-11-08 12:59:00,76.71,50.72,57.10
6359,2018-11-08 13:09:00,77.09,51.04,57.63
6360,2018-11-08 13:19:00,77.32,49.25,56.85
6361,2018-11-08 13:29:00,77.09,49.25,56.64
6362,2018-11-08 13:39:00,76.63,52.02,57.73
6363,2018-11-08 13:49:00,76.55,49.19,56.11
6364,2018-11-08 13:59:00,75.86,47.30,54.40
6365,2018-11-08 14:09:00,75.47,47.52,54.17
6366,2018-11-08 14:19:00,75.16,47.75,54.02
6367,2018-11-08 14:29:00,74.78,47.49,53.52
6368,2018-11-08 14:39:00,74.08,48.20,53.29
6369,2018-11-08 14:49:00,73.39,50.97,54.18
6370,2018-11-08 14:59:00,72.30,46.30,50.58
6371,2018-11-08 15:09:00,71.38,45.01,48.98
6372,2018-11-08 15:19:00,70.53,45.40,48.43
6373,2018-11-08 15:29:00,69.76,46.17,48.18
6374,2018-11-08 15:39:00,69.29,48.87,49.28
6375,2018-11-08 15:49:00,68.52,46.79,47.41
6376,2018-11-08 15:59:00,68.13,46.33,46.80
6377,2018-11-08 16:09:00,68.52,42.71,44.99
6378,2018-11-08 16:19:00,68.37,45.75,46.67
6379,2018-11-08 16:29:00,67.98,42.67,44.49
6380,2018-11-08 16:39:00,67.83,47.56,47.21
6381,2018-11-08 16:49:00,66.59,49.00,46.87
6382,2018-11-08 16:59:00,65.97,40.98,41.62
6383,2018-11-08 17:09:00,66.28,46.37,45.13
6384,2018-11-08 17:19:00,66.59,41.30,42.38
6385,2018-11-08 17:29:00,66.74,41.89,42.89
