date,block,tunnel,trt,cane,n_lesions,lesion_length_1,lesion_length_2,lesion_length_3,lesion_length_4,lesion_length_5,status,notes
2018-02-13,5,2-row,control,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,control,4,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,control,4,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,control,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,control,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,5,2-row,control,5,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,control,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,control,6,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,control,6,1,16.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,2-row,control,7,1,2.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,control,7,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,control,7,1,17,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,2-row,control,8,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,control,8,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,control,8,1,1.375,no lesion,no lesion,no lesion,no lesion,,lesion cracked
2018-02-13,5,2-row,control,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,control,9,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,control,9,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,control,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,5,2-row,control,10,1,0.875,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2
2018-04-11,5,2-row,control,10,1,4.75,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,1,2-row,manual,1,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,manual,1,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,1,1,13.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,1,2-row,manual,2,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,manual,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,2,1,8.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,1,2-row,manual,3,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,manual,3,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,3,1,19.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,1,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,2-row,manual,4,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,4,1,1.625,no lesion,no lesion,no lesion,no lesion,,lighter newer lesion about to engulf the lesion
2018-02-13,1,2-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,2-row,manual,5,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,5,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,manual,6,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,manual,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,manual,7,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,manual,7,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,manual,7,1,0.5,no lesion,no lesion,no lesion,no lesion,,cracked
2018-02-13,1,2-row,manual,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,2-row,manual,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,1,2-row,manual,8,1,5.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,2-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,1,2-row,manual,9,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,1,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,1,2-row,manual,10,1,1.5,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2
2018-02-13,2,2-row,manual,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,manual,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,manual,2,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,manual,2,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,2,1,13,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,manual,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,manual,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,2,2-row,manual,3,1,6.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,2,2-row,manual,4,1,4,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,2,2-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,2,2-row,manual,5,1,4.75,no lesion,no lesion,no lesion,no lesion,above twine,above twine 1
2018-02-13,2,2-row,manual,6,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,manual,6,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,6,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,manual,7,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,manual,7,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,7,1,9,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,manual,8,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,manual,8,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,8,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,manual,9,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,manual,9,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,9,1,20,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,manual,10,1,4.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,manual,10,1,35,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,2-row,manual,1,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,manual,1,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,manual,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,manual,2,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,2,1,8.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,manual,3,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,manual,3,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,3,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,manual,4,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,4,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,manual,5,1,3.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,5,1,3.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,manual,6,1,0.25,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,manual,6,2,2.5,0.625,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,6,2,10,0.375,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,2-row,manual,7,1,2.125,no lesion,no lesion,no lesion,no lesion,above twine,next to 2nd twine
2018-03-13,3,2-row,manual,7,1,2.0625,no lesion,no lesion,no lesion,no lesion,above twine,
2018-04-11,3,2-row,manual,7,1,2.25,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,2-row,manual,8,1,7.125,no lesion,no lesion,no lesion,no lesion,above twine,between 1st and 2nd twine
2018-03-13,3,2-row,manual,8,1,8,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2 and sporulating at the bud
2018-04-11,3,2-row,manual,8,1,8,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,2-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,manual,9,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,manual,9,1,9.5,no lesion,no lesion,no lesion,no lesion,,merged with new lesion
2018-02-13,3,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,2-row,manual,10,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,manual,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,2-row,manual,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,1,.,.,no lesion,no lesion,no lesion,no lesion,tag missing,cant find tag
2018-02-13,4,2-row,manual,2,1,0.625,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,4,2-row,manual,2,2,1,0.75,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,2,2,10,merged,no lesion,no lesion,no lesion,merged with ground lesion n_lesions revised to prev,merged with the ground lesion
2018-02-13,4,2-row,manual,3,0,lesion later,lesion later,lesion later,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,3,1,0.375,lesion later,lesion later,no lesion,no lesion,,sporulating
2018-04-11,4,2-row,manual,3,3,1,3,2,no lesion,no lesion,,2 new lesions
2018-02-13,4,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,4,1,2.25,no lesion,no lesion,no lesion,no lesion,,sporilating and may merge with the ground base lesion
2018-04-11,4,2-row,manual,4,1,2.5,no lesion,no lesion,no lesion,no lesion,,will merge with the ground lesion soon
2018-02-13,4,2-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,2-row,manual,5,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,manual,6,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,2-row,manual,6,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,6,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,manual,7,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,7,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,7,1,32,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,4,2-row,manual,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,8,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,8,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,9,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,9,1,15.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,4,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,manual,10,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,manual,10,1,7,no lesion,no lesion,no lesion,no lesion,,merged with new lesion
2018-02-13,5,2-row,manual,1,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,manual,1,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,manual,1,1,16.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,2-row,manual,2,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,manual,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,3,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,3,2,0.5,2.125,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,manual,3,2,1,3.25,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,5,2-row,manual,4,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,5,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,5,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,5,2-row,manual,5,2,1.625,0.375,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,6,1,2.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,manual,6,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,manual,6,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,7,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,7,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,manual,7,1,4.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,8,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,manual,8,1,0.25,no lesion,no lesion,no lesion,no lesion,,cracked
2018-02-13,5,2-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,5,2-row,manual,9,1,4.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,5,2-row,manual,10,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,twine,1,1,2.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,twine,1,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,twine,1,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,twine,2,1,1.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,twine,2,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,twine,2,1,4.125,no lesion,no lesion,no lesion,no lesion,,2 lesions merged together
2018-02-13,1,2-row,twine,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,twine,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,twine,3,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,twine,4,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,twine,4,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,twine,4,1,11.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,1,2-row,twine,5,1,8.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,twine,5,1,11.25,no lesion,no lesion,no lesion,no lesion,,sporulating on lesion
2018-04-11,1,2-row,twine,5,1,12,no lesion,no lesion,no lesion,no lesion,,cane is broken
2018-02-13,1,2-row,twine,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,2-row,twine,6,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,twine,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,twine,7,2,4.5,1.25,no lesion,no lesion,no lesion,cane broken no data,removed because broken on later rating date
2018-03-13,1,2-row,twine,7,.,.,no lesion,no lesion,no lesion,no lesion,cane broken no data,Broke
2018-04-11,1,2-row,twine,7,.,.,no lesion,no lesion,no lesion,no lesion,cane broken no data,Cane broke and is completely brown
2018-02-13,1,2-row,twine,8,0,lesion later,lesion later,lesion later,lesion later,lesion later,no data now yes later,
2018-03-13,1,2-row,twine,8,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,2-row,twine,8,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,2-row,twine,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,1,2-row,twine,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,1,2-row,twine,9,1,0.375,no lesion,no lesion,no lesion,no lesion,above twine,above wtine 2
2018-02-13,1,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,1,2-row,twine,10,1,1.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,twine,1,2,2.875,1.75,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,twine,1,2,2,2.5,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,1,2,19,merged,no lesion,no lesion,no lesion,merged with ground lesion n_lesions revised to prev,lesions merged together and with the ground
2018-02-13,2,2-row,twine,2,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,twine,2,1,3.75,no lesion,no lesion,no lesion,no lesion,,sporulating
2018-04-11,2,2-row,twine,2,1,4,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,twine,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,twine,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,3,1,23,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,twine,4,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,4,1,13,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,twine,5,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,5,1,11,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,twine,6,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,twine,6,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,6,1,16.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,2,2-row,twine,7,1,3.125,no lesion,no lesion,no lesion,no lesion,,possibly twine damage
2018-03-13,2,2-row,twine,7,1,3.125,no lesion,no lesion,no lesion,no lesion,,looks like 2 lesions merged
2018-04-11,2,2-row,twine,7,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,twine,8,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,2-row,twine,8,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,8,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,2-row,twine,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,2-row,twine,9,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,2-row,twine,9,1,0.375,no lesion,no lesion,no lesion,no lesion,,lesion cracked
2018-02-13,2,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,2,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,2,2-row,twine,10,1,1,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2
2018-02-13,3,2-row,twine,1,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,twine,1,1,1.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,1,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,twine,2,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,twine,2,1,2.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,2,1,21.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion and broken on the top
2018-02-13,3,2-row,twine,3,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,twine,3,1,2.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,3,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,twine,4,1,2.75,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,twine,4,1,1,lesion later,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,4,2,1,3.25,no lesion,no lesion,no lesion,,lesions will merge together
2018-02-13,3,2-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,twine,5,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,5,1,9,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,2-row,twine,6,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,2-row,twine,6,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,6,1,10,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,2-row,twine,7,0,lesion later,lesion later,lesion later,lesion later,lesion later,no data now yes later,
2018-03-13,3,2-row,twine,7,5,0.5,1.125,1.75,0.5,1.25,,most likely will merge together
2018-04-11,3,2-row,twine,7,5,0.625,1.125,1.75,0.75,1.25,,
2018-02-13,3,2-row,twine,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,twine,8,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,8,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,twine,9,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,twine,9,2,0.5,1,no lesion,no lesion,no lesion,,
2018-04-11,3,2-row,twine,9,2,0.5,1,no lesion,no lesion,no lesion,,
2018-02-13,3,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,2-row,twine,10,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,twine,1,1,7.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,2-row,twine,1,1,12.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,twine,1,1,12.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,twine,2,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,twine,2,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,twine,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,twine,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,twine,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,sporulating and may merge with the bottom ground lesion
2018-04-11,4,2-row,twine,3,1,6,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,4,2-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,2-row,twine,4,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,2-row,twine,5,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,twine,6,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,2-row,twine,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,twine,6,1,3,no lesion,no lesion,no lesion,no lesion,,
